HEADERS
Hierarchy - L1 | Hierarchy - L2 | Hierarchy - L3 | Hierarchy | Main Group - Code | Main Group Name | Sub Group - Code | Sub Group Name | NWB_AusHFG | NMHS_AssetCodes | NWB_MaintainabilityType | NWB_AssetTypeCode | NWB_AssetType | NWB_Discipline | NWB_Category | NWB_Material | NWB_SteelGrade | NWB_ConcreteStrength | NWB_System | NWB_AssetID | NWB_UniclassCode | NWB_UniclassDescription | NWB_DesignPkg | NWB_BuildingPermitPkg | NWB_Department | NWB_ SubDepartment | NWB_RoomID | NWB_RoomName | NWB_DimDiameter | NWB_DimHeight | NWB_DimLength | NWB_DimWidth | NWB_DimArea | NWB_DimVolume | NWB_WBSCode
ROW 558: Building Services | Fire and Fire Safety Systems | Alarm | Building Services\Fire and Fire Safety Systems\Alarm\FVAS | FS | Fire Services | DE | Detection | FSDE | ALM | 1 | FVAS | Voice Alarm System | Fire and Fire Safety Systems | Alarm |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_75_94_95 | Voice alarm controllers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 559: Building Services | Fire and Fire Safety Systems | Warden Intercom Point | Building Services\Fire and Fire Safety Systems\Warden Intercom Point\FWIP | FS | Fire Services | DE | Detection | FSDE | FWT | 1 | FWIP | Warden Intercom Point | Fire and Fire Safety Systems | Warden Intercom Point |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_30_30_42 | Intercom entrance panels | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 560: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FVWM | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FVWM | Water Main Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_94 | Water supply and wastewater valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 561: Building Services | Fire and Fire Safety Systems | Strainer | Building Services\Fire and Fire Safety Systems\Strainer\FYST | FS | Fire Services | SP | Suppression | FSSP | SNW | 1 | FYST | Y Strainer | Fire and Fire Safety Systems | Strainer |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_57_96_99 | Y-type water strainers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 562: Building Services | Fire and Fire Safety Systems | Sprinkler | Building Services\Fire and Fire Safety Systems\Sprinkler\FSPR | FS | Fire Services | SP | Suppression | FSSP | FSH | 1 | FSPR | Fire Sprinkler | Fire and Fire Safety Systems | Sprinkler |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_70_55_98_84 | Sprinklers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 563: Building Services | Fire and Fire Safety Systems | Booster | Building Services\Fire and Fire Safety Systems\Booster\FFSB | FS | Fire Services | SP | Suppression | FSSP | FSH | 1 | FFSB | Fire Sprinkler Booster Point | Fire and Fire Safety Systems | Booster |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_70_55_98_84 | Sprinklers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 564: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FFSV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FFSV | Fire Sprinkler Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_30_85 | Sprinkler system alarm valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 565: Building Services | Fire and Fire Safety Systems | IO Module | Building Services\Fire and Fire Safety Systems\IO Module\FFIO | FS | Fire Services | SP | Suppression | FSSP | NA | 2 | FFIO | Fire System I/O module | Fire and Fire Safety Systems | IO Module |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_28 | Fire alarm input and output modules | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 566: Building Services | Fire and Fire Safety Systems | Panel | Building Services\Fire and Fire Safety Systems\Panel\FMFP | FS | Fire Services | DE | Detection | FSDE | FIP | 1 | FMFP | Main Fire Panel | Fire and Fire Safety Systems | Panel |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_29 | Fire alarm panels | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 567: Building Services | Fire and Fire Safety Systems | Panel | Building Services\Fire and Fire Safety Systems\Panel\FSFP | FS | Fire Services | DE | Detection | FSDE | FIP | 1 | FSFP | Sub Fire Indicator Panel | Fire and Fire Safety Systems | Panel |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_50_18_31 | Fire-suppression system indicator panels | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 568: Building Services | Hydraulics | Backflow Prevention Device | Building Services\Hydraulics\Backflow Prevention Device\HRPZ | HY | Hydraulic Services | DR | Drainage | HYDR | RDS | 1 | HRPZ | Reduced Pressure Zone Device | Hydraulics | Backflow Prevention Device |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_66 | Pressure-reducing valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 569: Building Services | Hydraulics | Clear Out | Building Services\Hydraulics\Clear Out\HCOS | HY | Hydraulic Services | DR | Drainage | HYDR | NA | 3 | HCOS | Clear out to Surface | Hydraulics | Clear Out |  |  |  | Refer to Systems Table |  | 	Pr_65_52_24_85 | Stainless steel rodding eyes | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 570: Building Services | Hydraulics | Conduit | Building Services\Hydraulics\Conduit\HCON | - | - | - | - | - | DCT | 3 | HCON | Conduit | Hydraulics | Conduit |  |  |  | Refer to Systems Table |  | Pr_65_70_11_71 | Rigid conduit | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 571: Building Services | Hydraulics | Conduit | Building Services\Hydraulics\Conduit\HTSC | - | - | - | - | - | NA | 3 | HTSC | Traffic Signal Conduit | Hydraulics | Conduit |  |  |  | Refer to Systems Table |  | Pr_65_70_11_30 | Flexible conduit | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 572: Building Services | Hydraulics | Filter | Building Services\Hydraulics\Filter\HBST | HY | Hydraulic Services | DR | Drainage | HYDR | SNW | 1 | HBST | Basket Strainer | Hydraulics | Filter |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_57_85_07 | Basket strainers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 573: Building Services | Hydraulics | Filter | Building Services\Hydraulics\Filter\HFIL | HY | Hydraulic Services | DR | Drainage | HYDR | FTA | 1 | HFIL | Filter | Hydraulics | Filter |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_57 | Filter products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 574: Building Services | Hydraulics | Filter | Building Services\Hydraulics\Filter\HBPF | HY | Hydraulic Services | DR | Drainage | HYDR | HPA | 1 | HBPF | RF Band Pass Filter | Hydraulics | Filter |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_72_43_60 | Passive electrical filters | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 575: Building Services | Hydraulics | Filter | Building Services\Hydraulics\Filter\HWFL | HY | Hydraulic Services | DR | Drainage | HYDR | FTW | 1 | HWFL | Water Filter | Hydraulics | Filter |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_57_96 | Water filters and strainers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 576: Building Services | Hydraulics | Fire Collar | Building Services\Hydraulics\Fire Collar\HFCL | HY | Hydraulic Services | DR | Drainage | HYDR | FPC | 3 | HFCL | Fire Collar | Hydraulics | Fire Collar |  |  |  | Refer to Systems Table |  | Ss_25_60_30_62	 | Pipe collar fire-stopping systems | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 577: Building Services | Hydraulics | Fire Hose Reel | Building Services\Hydraulics\Fire Hose Reel\HFHR | HY | Hydraulic Services | DR | Drainage | HYDR | FHR | 1 | HFHR | Fire Hose Reel | Hydraulics | Fire Hose Reel |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_52_38_30 | Fire hose reels | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 578: Building Services | Hydraulics | Grease Arrestor | Building Services\Hydraulics\Grease Arrestor\HGRA | HY | Hydraulic Services | DR | Drainage | HYDR | GTP | 3 | HGRA | Grease Arrestor | Hydraulics | Grease Arrestor |  |  |  | Refer to Systems Table |  | Pr_65_52_25_32 | Free-standing grease separators and converters | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 579: Building Services | Hydraulics | Gutter | Building Services\Hydraulics\Gutter\HBGP | HY | Hydraulic Services | DR | Drainage | HYDR | GTR | 3 | HBGP | Box Gutter | Hydraulics | Gutter |  |  |  | Refer to Systems Table |  | Pr_65_50_35 | Gutters and accessories | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 580: Building Services | Hydraulics | Gutter | Building Services\Hydraulics\Gutter\HGUT | HY | Hydraulic Services | DR | Drainage | HYDR | GTR | 3 | HGUT | Eaves Gutter | Hydraulics | Gutter |  |  |  | Refer to Systems Table |  | Pr_65_50_35 | Gutters and accessories | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
